"","subj","rt_log","valenceE","t1","t2"
"801",29,6.93,0.5,0,1
"802",29,7.06,0.5,0,1
"803",31,6.97,-0.5,1,0
"804",31,6.68,-0.5,1,0
"805",31,6.81,-0.5,1,0
"806",31,6.75,-0.5,1,0
"807",31,6.78,-0.5,1,0
"808",31,7.04,-0.5,0,1
"809",31,6.65,-0.5,0,1
"810",31,7.17,-0.5,0,1
"811",31,6.87,-0.5,0,1
"812",31,6.65,-0.5,0,1
"813",31,6.63,-0.5,0,1
"814",31,7.07,-0.5,0,1
"815",31,6.98,-0.5,0,1
"816",31,6.96,-0.5,0,1
"817",31,6.7,0.5,1,0
"818",31,6.42,0.5,1,0
"819",31,6.47,0.5,1,0
"820",31,6.38,0.5,1,0
"821",31,6.51,0.5,1,0
"822",31,6.43,0.5,1,0
"823",31,7.29,0.5,1,0
"824",31,7.18,0.5,1,0
"825",31,6.57,0.5,1,0
"826",31,7.04,0.5,1,0
"827",31,7.11,0.5,1,0
"828",31,6.67,0.5,1,0
"829",31,6.75,0.5,1,0
"830",31,6.72,0.5,1,0
"831",31,6.76,0.5,1,0
"832",31,6.61,0.5,1,0
"833",31,6.45,0.5,1,0
"834",31,6.76,0.5,0,1
"835",31,6.6,0.5,0,1
"836",31,6.39,0.5,0,1
"837",31,6.43,0.5,0,1
"838",31,6.51,0.5,0,1
"839",31,6.5,0.5,0,1
"840",31,6.69,0.5,0,1
"841",31,6.9,0.5,0,1
"842",31,6.6,0.5,0,1
"843",31,6.89,0.5,0,1
"844",31,7.03,0.5,0,1
"845",31,7.11,0.5,0,1
"846",31,6.52,0.5,0,1
"847",31,7,0.5,0,1
"848",31,6.75,0.5,0,1
"849",31,6.34,0.5,0,1
"850",31,6.38,0.5,0,1
